work_year,salary_cleaned,salary_in_usd_cleaned,company_size_lab,salary_currency_encoded,employee_residence_encoded,company_location_encoded,remote_ratio,job_title_encoded,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,employment_type_CT,employment_type_FL,employment_type_FT,employment_type_PT
2023,220000.0,220000.0,1,51126126,25370322,25370322,0,17456674,1,0,0,0,0,0,1,0
2023,67000.0,71897.0,1,49064728,41411443,41411443,100,25020000,0,0,0,1,0,0,1,0
2023,60000.0,64385.0,1,49064728,41411443,41411443,0,62772080,1,0,0,0,0,0,1,0
2023,204500.0,204500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,142200.0,142200.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,,15806.0,2,66761783,79926203,79926203,100,53819113,0,0,0,1,0,0,1,0
2023,200000.0,200000.0,1,51126126,25370322,25370322,0,67921766,0,0,1,0,0,0,1,0
2023,175000.0,175000.0,1,51126126,25370322,25370322,0,67921766,0,0,1,0,0,0,1,0
2023,185900.0,185900.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,129300.0,129300.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,185900.0,185900.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,121700.0,121700.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,204500.0,204500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,142200.0,142200.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,40000.0,40000.0,0,51126126,46089120,46089120,50,72608695,0,0,1,0,0,0,1,0
2023,,29453.0,1,75240241,32309302,32309302,50,65916558,0,0,0,1,0,0,1,0
2023,180180.0,180180.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,106020.0,106020.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,136000.0,136000.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,104000.0,104000.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,125000.0,125000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,110000.0,110000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,153400.0,153400.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,122700.0,122700.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,100,39298127,0,1,0,0,0,0,1,0
2023,239000.0,239000.0,1,51126126,25370322,25370322,100,39298127,0,1,0,0,0,0,1,0
2023,152380.0,152380.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,121904.0,121904.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,185900.0,185900.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,129300.0,129300.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,247500.0,247500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,172200.0,172200.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,168400.0,168400.0,1,51126126,25370322,25370322,0,54949590,0,0,0,1,0,0,1,0
2023,105200.0,105200.0,1,51126126,25370322,25370322,0,54949590,0,0,0,1,0,0,1,0
2023,128280.0,128280.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,106900.0,106900.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2022,192000.0,192000.0,0,51126126,25370322,25370322,100,95820321,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,100000.0,100000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,100000.0,107309.0,2,49064728,41411443,41411443,100,45963291,0,0,0,1,0,0,1,0
2023,80000.0,85847.0,2,49064728,41411443,41411443,100,45963291,0,0,0,1,0,0,1,0
2023,275000.0,275000.0,1,51126126,41411443,41411443,0,67921766,0,0,0,1,0,0,1,0
2023,174000.0,174000.0,1,51126126,41411443,41411443,0,67921766,0,0,0,1,0,0,1,0
2023,139500.0,139500.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,109400.0,109400.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,139500.0,139500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,109400.0,109400.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,170500.0,170500.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,85000.0,85000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,60027.0,72946.0,1,94880613,22777947,22777947,0,24739668,0,0,0,1,0,0,1,0
2023,44737.0,54365.0,1,94880613,22777947,22777947,0,24739668,0,0,0,1,0,0,1,0
2023,131899.0,160288.0,1,94880613,22777947,22777947,0,690182,0,1,0,0,0,0,1,0
2023,104891.0,127467.0,1,94880613,22777947,22777947,0,690182,0,1,0,0,0,0,1,0
2023,80000.0,80000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,65000.0,65000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,124740.0,124740.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,65488.0,65488.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,72200.0,72200.0,1,51126126,25370322,25370322,0,96840488,0,0,0,1,0,0,1,0
2023,64980.0,64980.0,1,51126126,25370322,25370322,0,96840488,0,0,0,1,0,0,1,0
2023,153600.0,153600.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,106800.0,106800.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,179975.0,179975.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,86466.0,86466.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,90000.0,90000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,42000.0,51039.0,1,94880613,22777947,22777947,0,2101039,0,0,1,0,0,0,1,0
2023,35000.0,42533.0,1,94880613,22777947,22777947,0,2101039,0,0,1,0,0,0,1,0
2023,149076.0,149076.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,82365.0,82365.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,169000.0,169000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,110600.0,110600.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,175000.0,175000.0,1,51126126,25370322,25370322,0,91787487,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,91787487,0,0,0,1,0,0,1,0
2023,230000.0,230000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,153600.0,153600.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,106800.0,106800.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2023,205920.0,205920.0,1,51126126,25370322,25370322,0,55602985,0,0,0,1,0,0,1,0
2023,171600.0,171600.0,1,51126126,25370322,25370322,0,55602985,0,0,0,1,0,0,1,0
2023,165000.0,165000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,125000.0,125000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,265000.0,265000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,185000.0,185000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,130000.0,130000.0,1,51126126,25370322,25370322,0,2773417,0,0,1,0,0,0,1,0
2022,168000.0,168000.0,1,51126126,25370322,25370322,100,72608695,1,0,0,0,0,0,1,0
2023,36000.0,38631.0,0,49064728,81406157,81406157,50,40030090,0,0,1,0,0,0,1,0
2023,95000.0,95000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,85500.0,85500.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,147100.0,147100.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,90700.0,90700.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,167580.0,167580.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,87980.0,87980.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,202000.0,202000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,135000.0,135000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,163800.0,163800.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,126000.0,126000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,163800.0,163800.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,126000.0,126000.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,104000.0,104000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,65000.0,65000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,230000.0,230000.0,1,51126126,25370322,25370322,0,45963291,0,0,0,1,0,0,1,0
2023,148000.0,148000.0,1,51126126,25370322,25370322,0,45963291,0,0,0,1,0,0,1,0
2023,269000.0,269000.0,1,51126126,21365473,21365473,100,67921766,0,0,0,1,0,0,1,0
2023,158000.0,158000.0,1,51126126,21365473,21365473,100,67921766,0,0,0,1,0,0,1,0
2023,197000.0,197000.0,1,51126126,25370322,25370322,0,14431868,0,0,0,1,0,0,1,0
2023,106000.0,106000.0,1,51126126,25370322,25370322,0,14431868,0,0,0,1,0,0,1,0
2023,150000.0,150000.0,1,51126126,25370322,25370322,100,12454158,0,0,1,0,0,0,1,0
2023,100000.0,100000.0,1,51126126,25370322,25370322,100,12454158,0,0,1,0,0,0,1,0
2023,290000.0,290000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,210000.0,210000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,192000.0,192000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,172800.0,172800.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,200160.0,200160.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,200160.0,200160.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,175000.0,175000.0,1,51126126,25370322,25370322,0,14431868,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,0,14431868,0,0,0,1,0,0,1,0
2023,169000.0,169000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2023,100000.0,100000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,245000.0,245000.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,95000.0,115447.0,0,94880613,22777947,22777947,100,39298127,0,0,1,0,0,0,1,0
2023,110000.0,110000.0,2,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,80000.0,80000.0,2,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,55000.0,55000.0,1,51126126,25370322,25370322,0,53819113,1,0,0,0,0,0,1,0
2023,48000.0,48000.0,1,51126126,25370322,25370322,0,53819113,1,0,0,0,0,0,1,0
2023,95000.0,95000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,85000.0,85000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,137500.0,137500.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,81500.0,81500.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,184700.0,184700.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2021,30000.0,30000.0,2,51126126,15816536,15816536,0,40030090,0,0,1,0,0,0,1,0
2023,186000.0,186000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,153088.0,153088.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,190000.0,190000.0,1,51126126,25370322,25370322,100,36789438,0,0,1,0,0,0,1,0
2023,160000.0,160000.0,1,51126126,25370322,25370322,100,36789438,0,0,1,0,0,0,1,0
2023,200000.0,200000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,150000.0,150000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,190000.0,190000.0,1,51126126,25370322,25370322,0,36789438,0,0,1,0,0,0,1,0
2023,183310.0,183310.0,1,51126126,25370322,25370322,0,36789438,0,0,1,0,0,0,1,0
2023,240000.0,240000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,200000.0,200000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,150000.0,150000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,299500.0,,1,51126126,25370322,25370322,0,91787487,0,0,0,1,0,0,1,0
2023,245100.0,245100.0,1,51126126,25370322,25370322,0,91787487,0,0,0,1,0,0,1,0
2023,144000.0,144000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,66000.0,66000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,148500.0,148500.0,1,51126126,25370322,25370322,0,67921766,0,0,1,0,0,0,1,0
2023,126277.0,126277.0,1,51126126,25370322,25370322,0,67921766,0,0,1,0,0,0,1,0
2023,228000.0,228000.0,1,51126126,25370322,25370322,0,54949590,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,54949590,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,0,2366840,0,0,0,1,0,0,1,0
2023,90000.0,90000.0,1,51126126,25370322,25370322,0,2366840,0,0,0,1,0,0,1,0
2023,126500.0,126500.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,78000.0,78000.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,160000.0,160000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,272000.0,272000.0,1,51126126,25370322,25370322,0,2366840,0,0,0,1,0,0,1,0
2023,170000.0,170000.0,1,51126126,25370322,25370322,0,2366840,0,0,0,1,0,0,1,0
2023,80000.0,80000.0,1,51126126,25370322,25370322,0,53819113,0,0,1,0,0,0,1,0
2023,60000.0,60000.0,1,51126126,25370322,25370322,0,53819113,0,0,1,0,0,0,1,0
2023,259000.0,259000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,146000.0,146000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,200000.0,200000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,160000.0,160000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,,,1,51126126,25370322,25370322,100,39298127,0,1,0,0,0,0,1,0
2023,239000.0,239000.0,1,51126126,25370322,25370322,100,39298127,0,1,0,0,0,0,1,0
2023,142000.0,142000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,95000.0,95000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,155000.0,155000.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,139500.0,139500.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,100,39298127,0,0,1,0,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,100,39298127,0,0,1,0,0,0,1,0
2023,259000.0,259000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,146000.0,146000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,90000.0,109371.0,1,94880613,37077530,37077530,0,53819113,0,0,1,0,0,0,1,0
2023,60000.0,72914.0,1,94880613,37077530,37077530,0,53819113,0,0,1,0,0,0,1,0
2023,78000.0,17779.0,0,60930649,60853303,79926203,100,53819113,1,0,0,0,0,0,0,1
2023,101400.0,19522.0,0,45339571,35623847,35623847,100,72608695,1,0,0,0,0,0,1,0
2023,247500.0,247500.0,1,51126126,25370322,25370322,0,93353262,0,0,0,1,0,0,1,0
2023,172200.0,172200.0,1,51126126,25370322,25370322,0,93353262,0,0,0,1,0,0,1,0
2023,225000.0,225000.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,156400.0,156400.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,139500.0,139500.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,109400.0,109400.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,125000.0,125000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,90000.0,90000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,100000.0,107309.0,1,49064728,46089120,46089120,100,55602985,0,0,0,1,0,0,1,0
2023,70000.0,75116.0,1,49064728,46089120,46089120,100,55602985,0,0,0,1,0,0,1,0
2023,185900.0,185900.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,129300.0,129300.0,1,51126126,25370322,25370322,0,72608695,0,0,0,1,0,0,1,0
2023,139500.0,139500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,109400.0,109400.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,75000.0,75000.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,169000.0,169000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,110600.0,110600.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,288000.0,288000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,288000.0,288000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,100,67921766,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,90000.0,90000.0,1,51126126,25370322,25370322,0,39298127,0,0,1,0,0,0,1,0
2023,60000.0,72914.0,1,94880613,22777947,22777947,0,93353262,0,0,1,0,0,0,1,0
2023,50000.0,60761.0,1,94880613,22777947,22777947,0,93353262,0,0,1,0,0,0,1,0
2023,215050.0,215050.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,156400.0,156400.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,198000.0,198000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
2023,114000.0,114000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
2023,75000.0,75000.0,1,51126126,25370322,25370322,100,53819113,1,0,0,0,0,0,1,0
2023,60000.0,60000.0,1,51126126,25370322,25370322,100,53819113,1,0,0,0,0,0,1,0
2023,204500.0,204500.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,142200.0,142200.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,209300.0,209300.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,182200.0,182200.0,1,51126126,25370322,25370322,100,72608695,0,0,0,1,0,0,1,0
2023,140000.0,140000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,24739668,0,0,0,1,0,0,1,0
2022,85000.0,85000.0,1,51126126,25370322,25370322,0,72608695,1,0,0,0,0,0,1,0
2023,40000.0,48609.0,1,94880613,22777947,22777947,100,67921766,0,0,1,0,0,0,1,0
2023,120000.0,120000.0,1,51126126,22777947,22777947,100,45963291,1,0,0,0,0,0,1,0
2023,60000.0,60000.0,1,51126126,22777947,22777947,100,45963291,1,0,0,0,0,0,1,0
2023,147100.0,147100.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,90700.0,90700.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,230000.0,230000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,170000.0,170000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,227000.0,227000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,108000.0,108000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,160000.0,160000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
2023,160000.0,160000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,130000.0,130000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,52000.0,55800.0,1,49064728,81406157,81406157,100,53819113,0,0,0,1,0,0,1,0
2023,48000.0,51508.0,1,49064728,81406157,81406157,100,53819113,0,0,0,1,0,0,1,0
2023,60000.0,60000.0,0,51126126,25370322,25370322,100,53819113,1,0,0,0,0,0,1,0
2023,50000.0,50000.0,0,51126126,41566732,25370322,50,53819113,1,0,0,0,0,0,1,0
2023,226700.0,226700.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,133300.0,133300.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,252000.0,252000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,129000.0,129000.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,124999.0,151902.0,0,94880613,22777947,22777947,100,62895399,0,0,0,1,0,0,1,0
2023,,9727.0,0,66761783,79926203,79926203,0,72608695,1,0,0,0,0,0,1,0
2023,80000.0,80000.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,52500.0,52500.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,250000.0,250000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,162500.0,162500.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,85000.0,85000.0,1,51126126,25370322,25370322,100,53819113,1,0,0,0,0,0,1,0
2023,75000.0,75000.0,1,51126126,25370322,25370322,100,53819113,1,0,0,0,0,0,1,0
2023,153600.0,153600.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,106800.0,106800.0,1,51126126,25370322,25370322,0,53819113,0,0,0,1,0,0,1,0
2023,165000.0,165000.0,1,51126126,25370322,25370322,0,53819113,0,0,1,0,0,0,1,0
2023,124000.0,124000.0,1,51126126,25370322,25370322,0,53819113,0,0,1,0,0,0,1,0
2023,115934.0,115934.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,81666.0,81666.0,1,51126126,25370322,25370322,100,53819113,0,0,0,1,0,0,1,0
2023,167580.0,167580.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,87980.0,87980.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,250000.0,250000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,63000.0,63000.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,253750.0,253750.0,1,51126126,81406157,81406157,0,81165574,0,0,0,1,0,0,1,0
2023,169200.0,169200.0,1,51126126,81406157,81406157,0,81165574,0,0,0,1,0,0,1,0
2023,253750.0,253750.0,1,51126126,81406157,81406157,0,81165574,0,0,0,1,0,0,1,0
2023,169200.0,169200.0,1,51126126,81406157,81406157,0,81165574,0,0,0,1,0,0,1,0
2023,170000.0,170000.0,1,51126126,25370322,25370322,0,72608695,0,0,1,0,0,0,1,0
2023,120000.0,120000.0,1,51126126,25370322,25370322,0,72608695,0,0,1,0,0,0,1,0
2023,124740.0,124740.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,65488.0,65488.0,1,51126126,25370322,25370322,0,39298127,0,0,0,1,0,0,1,0
2023,213580.0,213580.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,163625.0,163625.0,1,51126126,25370322,25370322,100,39298127,0,0,0,1,0,0,1,0
2023,12000.0,12000.0,0,51126126,66265958,66265958,0,39298127,1,0,0,0,0,0,1,0
2022,,,1,51126126,25370322,25370322,100,2366840,0,0,0,1,0,0,1,0
2023,95000.0,101943.0,1,49064728,14990383,14990383,100,39298127,0,0,0,1,0,0,1,0
2023,,16414.0,0,66761783,79926203,79926203,100,50620175,0,0,1,0,0,0,1,0
2023,220000.0,220000.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,170000.0,170000.0,1,51126126,25370322,25370322,0,67921766,0,0,0,1,0,0,1,0
2023,235000.0,235000.0,1,51126126,25370322,25370322,0,39298127,0,1,0,0,0,0,1,0
2023,210000.0,210000.0,1,51126126,25370322,25370322,0,39298127,0,1,0,0,0,0,1,0
2023,180000.0,180000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
2023,115000.0,115000.0,1,51126126,25370322,25370322,100,54949590,0,0,0,1,0,0,1,0
